RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a082d984,a06d0684,a140c209,a0e00291,a2414802,a0008882,a007db85,a2814514,a245149a,a2454318,a4808385,a0618100
a3628208,a1e01390,a1400106,a021c58f,a001919d,a3e5cf03,a6a18480,a381028d,a2810494,a205d10e,a1c2c08a,a184d94c
a1e14088,a1e54602,a501c488,a0058784,a0e40580,a6050d06,a3294001,a201c089,a3234384,a183038d,a3000d09,a1824a81
a1a00483,a1030087,a0a44e01,a3a9c496,a121c689,a049010f,a0a00080,a3a5069c,a1204591,a0000286,a0c886cb,a2414099
a0050397,a3b99488,a2268003,a200889a,a0a18081,a080010a,a1a34703,a08d0f08,a3204109,a085c686,a440009a,ae01040c
a10382c9,a0638317,a3624204,a0a28782,a4e64f0d,a0a0cb8d,a381448b,a022031d,a260c284,a0074421,a1008095,a3e21512
a1a5c080,a0c14f02,a0e10128,a0464d92,a2698422,a0e2c703,a6a60715,a202c483,a0208fb4,a0618602,a0c00280,a3a25283
a022c388,a1a4018a,a0e10432,a300c222,a020c60f,a565000c,a121430c,a1404185,a20cc600,a0444291,a3834485,a3a4c142
a440c38e,a0421a8c,a0c10514,a4000987,a00082a0,a008d0ad,a1e58098,a504018d,a420c306,a3c00307,a0a21500,a062040b
a0e24a81,a8018898,a1c44395,a0404b8d,a5010485,a0424700,a0608102,a4a24080,a0001a81,a0c2c804,a084c51c,a061c983
a1a94398,a3a6c481,a12d03a2,a0c0420e,a001c382,a522c103,a243808a,a2220c23,a0630a17,a0844205,a1abc111,a382db09
a0820207,a4e54183,a0008b14,a0a3c108,a0e08f8f,a0c1c288,a4e0128e,a0e5d201,a2660fa1,a2c006a9,a0644802,a1821003
a0800385,a1a38802,a0a74085,a422a12e,a2808084,a4e70891,a004c19d,a0a14583,a069c49b,a1e0ca8f,a3e00601,a4e48602
a2454316,a060178e,a0814387,a10b819e,a0c50a00,a0024080,a184438c,a121030e,a4c18b82,a0850c86,a202828b,a2e5e50c
a5c20704,a0e09801,a140458e,a3824923,a0608982,a0a38611,a3ede508,a187808f,a5874183,a0048303,a5408283,a1c54886
a0818aa9,a0c4cf9c,a0e00683,a1c78302,a1804497,a1020b03,a3241287,a160c38a,a5c1c4a8,a0424d91,a7234300,a4000182
a0c387a8,a0618d86,a2610c82,a1404012,a221021d,a445c009,a1264325,a1230681,a12293a8,a0a6a983,a34bc484,a062000c
a0804512,a0e1c086,a0a0d413,a4890002,a0800f04,a6280187,a082858d,a4295000,a0094513,a1230904,a14c819d,a2e0c30b
a2e2c907,a0814614,a3a2010f,a0e3e880,a1c90d80,a0838180,a064c703,a0208645,a666d485,a001c012,a120019f,a2410783
a021c096,a4618808,a265e293,a1628114,a1408382,a3e20a89,a323c900,a0018ed7,a0a38784,a000c7a0,a1044928,a3a7048c
a0c34b90,a108c702,a06bc689,a301cc0e,a265c183,a4a05b82,a1639613,a094119c,a0877081,a0e35680,a6040997,a02e8015
a0a01a80,a0610490,a063d0d8,a188ce32,a201401f,a3608690,a040c033,a0230806,a1068803,a22a1906,a4c30382,a1244110
a8e6c908,a2654010,a2e00489,a10140a3,a026d00a,a0a4c50d,a223c228,a948c080,a2a58019,a06ac680,a0404615,a1008281
a0e08212,a400c781,a3a2088c,a0458983,a2854107,a161c280,a3e8442c,a142828f,a5430002,a001800a,a3e10a01,a083c71a
a14142a6,a1a0d301,a0825204,a2c5030f,a3018e19,a22406a9,a2c1d48c,a0618c90,a0400112,a0824006,a1030186,a260c292
a0871185,a0cdce82,a0200a89,a2c4060f,a0ac840c,a3438080,a0a14583,a4614d03,a1008081,a0a4898b,a120c222,a4014a14
a1054200,a160810b,a0220887,a0204629,a2e39c03,a3a51ba4,a10c600f,a380114e,a1014092,a02e4619,a1b7c197,a1210484
a522c60f,a0264415,a6438215,a220c107,a007c313,a0828905,a5600605,a08c0091,a085c48d,a1a8408a,a1429a0b,a0c10390
a0218008,a0424a29,a0488893,a2c00380,a3670b8d,a0630110,a802408f,a0e0c882,a062002d,a42241a4,a40a0389,a2e1020a
a0874380,a004090f,a2c081b7,a0a88d88,a3068898,a0c20694,a2c00015,a16d8484,a24c9281,a7c34081,a2c24226,a465c583
a5e7c610,a0858380,a1448112,a221c18d,a5c0420a,a040c106,a1680583,a0c0119d,a0064181,a0e78381,a4854806,a076c310
a0608a8c,a4260391,a3c14d06,a5420a85,a05fcc1f,a101c406,a0c14101,a0e14189,a5004204,a0e0c781,a3454484,a3630b86
a041c002,a00b8488,a1e1069f,a2e44c87,a261d4a6,a145c091,a0008101,a044d4a5,a44542a4,a203c459,a1e58097,a0800098
a1880b8e,a167c300,a1201203,a1014582,a0a28b00,a0a1cd89,a061c712,a0a3c280,a360c697,a000c604,a1e20392,a2408182
a5648206,a0098305,a1e9451f,a0c54694,a0078102,a0e00193,a2034402,a2e58089,a080c206,a621000a,a2a49508,a2e0c701
a020c282,a0654105,a140ca00,a021821e,a081830f,a1824e82,a18087d1,a1260783,a0640090,a363c199,a0c14102,a1c34400
aa600306,a4018588,a048c001,a046c711,a0a103a0,a0004886,a2018188,a444499e,a261d60d,a200018b,a082c117,a4430aa4
a1c0cd96,a5400006,a003c080,a2008b28,a0098d84,a1825809,a6610e97,a0c44185,a02d0709,a0070003,a00403a6,a240460b
a1005288,a180cc94,a0af038a,a3010d84,a1c08205,a420c202,a1aa0080,a0080b89,a0625690,a2600012,a5244201,a1c226a1
a345c890,a1219795,a0a1c209,a0051116,a4ca078c,a1a7c001,a1404c8a,a0214d86,a0b00209,a109dab2,a4e0b38a,a0c0cabd
a1270002,afe08815,a1820306,a001c480,a120470d,a0028d8a,a0a0010b,a0449101,a1a00804,a0e5008f,a2010780,a0065902
a0a2c502,a120268e,a00244bb,a0a25382,a261809d,a3650303,a1644387,a0651e11,a3e18103,a0608685,a86a0989,a1804780
a220c400,a0040403,a340c00e,a161801d,a1e34013,a1458382,a1218104,a1888522,a221909a,a0ec0512,a0664106,a0241d8c
a3a6860d,a0021690,a0808288,a0404083,a2411407,a0688011,a206068d,a0a0c987,a3698080,a287c286,a105428b,a1044005
a0885108,a044cb87,a2c4878c,a02ec082,a184c020,a1640297,a0c14080,a1c60188,a1668e07,a0ee0104,a182c80a,a1031196
a381841a,a64a81a6,a164c405,a0ab80a6,a1604081,a201d011,a0825089,a3afc089,a083069d,a002840e,a5614302,a522c198
a3200603,a124c208,a0008085,a4a30813,a040c79f,a124c299,a0030209,a00a0807,a2e1108d,a103d41b,a0ac0013,a4e3870a
a0678717,a1a38f89,a206ce81,adc1c0a1,a4224409,a2424591,a0404007,a0a00109,a2a74484,a1228496,a0614f85,a0828086
a3200a83,a1a18188,a4a10b86,a0a3451b,a122c305,a2a44218,a1e00012,a0804c2c,a2054722,a1c20207,a004088a,a081041d
aaa60204,a060d890,a1220891,a1844608,a2810582,a2830281,a4400284,a0e18d06,a0830c01,a3870283,a1408390,a4810281
a142c102,a0678695,a2400387,a30503a0,a040cd84,a0274f17,a1624695,a0a0c317,a0600399,a200e6b5,a142090b,a1660b17
a1054603,a0c24493,a3264300,a2730283,a0014601,a2028208,a0034815,a0020494,a4809285,a2c25201,a0831311,a1210704
a1429718,a1614193,a080110b,a122838f,a2a34314,a0a5cb1e,a08b4213,a2e5060c,a3864a0c,a1409188,a0a18b82,a1c78283
a1a00c97,a463c30f,a2020d88,a0e6820e,a4060497,a0008285,a2e8c915,a0c08180,a202022a,a181809e,a16c8080,a32d5b09
a1c05511,a36a821a,a389800a,a1c5849a,a1619506,a0a04e01,a0c10490,a144c803,a283d804,a4a8059b,a060402b,a1440389
a3610000,a2e10b0f,a1074784,a30f4802,a641ce8f,a0e00f85,a080c387,a081c885,a1c04505,a0409281,a0a0ce83,a0000801
a2434033,a0214d1b,a4440318,a220c982,a0488086,a7a34781,a0a0e207,a144c480,a04f0916,a4848122,a2008593,a382438f
a2288010,a3a406a9,a2638208,a1c2d215,a106e083,a702c603,a0414897,a0c10c9d,a2a384d6,a2420287,a5800305,a0610484
a108c39a,a0a35385,a1c38390,a1a5c108,a043570e,a020008d,a6a08907,a222cb94,a1810686,a00c1214,a461070b,a42dc489
a000c408,a0454302,a1224180,a0e10399,a585438e,a0208908,a301451a,a1a40b21,a4c0e1ab,a0e0c594,a2c14383,a543c10e
a005530a,a1620a8d,a44602a3,a042498d,a2640200,a2680812,a220c501,a1221907,a38e4a83,a383c81e,a1a30180,a02ce002
a167422e,a140cc20,a1c18186,a2604884,a0614304,a2a6c718,a0e30703,a0020112,a300c60b,a1408d04,a125c10d,a000c0af
a0811081,a1800214,a1e18281,a349c281,a1eb0012,a080c683,a0830686,a106418d,a204c145,a101dd06,a089de09,a1839210
a4438f1f,a122438e,a008488a,a2c58292,a3484680,a0a4400a,a0c1c102,a2e0928b,a1a902a1,a78582bd,a261ca80,a3600789
a08b4d9b,a0e7c28b,a2620006,a0e4c988,a0068189,a0234307,a180ca02,a1230904,a2e0c914,a042838b,a0404a09,a0c10015
a148c50d,a341c0ae,a100c181,a1810584,a0ad4003,a4ce00a0,a3478306,a4a68d8a,a103c080,a2224301,a001439f,a0628ca0
a0e3d484,a0e4c5a2,a7404881,a0020706,a001c085,a024938b,a08d8aa8,a661c94f,a2a14017,a0259303,a0c3800c,a10ac900
a344853a,a0a04521,a3a54383,a062101c,a1a28583,a263c508,a0c04d00,a0080013,a1e0009b,a1c00483,a127818a,a200828f
a205869a,a5e50309,a0800c12,a1250703,a1a48103,a2434287,a3698d21,a5864189,a0e5c42a,a061850c,a0620783,a1878180
a066c997,a2534c1c,a1e04223,a025c08f,a000c495,a1420a8d,a1644501,a0414c14,a1838005,a0025710,a674d207,a0420002
a0ac0001,a0c24115,a0708385,a023c81b,a0874e09,a2238187,a5274705,a06057a6,a100810b,a041e600,a0ec0400,a0a28284
a1004581,a022437f,a2818283,a2e04a91,a0c003ad,a145078e,a0a18807,a1430381,a061cd03,a1e18e0f,a081868a,a0a04793
a068c918,a4484092,a1c2c286,a3a19408,a0c0410a,a08f0791,a0844480,a083cb82,a2200c07,a5c3c485,a0464702,a2630708
a0a34498,a8e04617,a543921a,a0c10492,a2a24701,a2408185,a00044af,a0234088,a1e10686,a087c18b,a0a1c201,a5a20011
a0064915,a0c98001,a5a40620,a0408902,a0401333,a1e00ba1,a0c60c8b,a1081d83,a221c289,a0e09d83,a2038281,a0820c09
a302c701,a5a0da08,a0c2d80a,a2090581,a161020b,a1000299,a1220786,a062cd81,a5a5418e,a38043a6,a02a4c41,a3a34e89
a420c617,a241800c,a0c70089,a1620d2c,a5e20397,a863861a,a066078f,a007850e,a4240505,a1008b10,a0c08719,a061c405
a2a68005,a188c611,a4404609,a002e183,a2251004,a1a74711,a386408c,a3014000,a0b34ca6,a181000a,a0218106,a0404a11
a0624302,a0200487,a0008b27,a101c883,a22b5582,a362448a,a0608113,a4c1c185,a560890a,a0e0490d,a284809e,a1414b14
a2828200,a0a54180,a0a00589,a1698c80,a062c10b,a0204000,a00b8184,a041802a,a1224090,a1848788,a16f400a,a1c30902
a0608602,a1a08084,a1e34380,a080c108,a0401580,a201c018,a0204897,a1218604,a0654602,a0a3868d,a021820e,a06003c2
a101c000,a0a3c105,a0864385,a3c54298,a4218402,a1478126,a4068600,a262dd84,a1c1c01f,a2a18080,a2c5d81c,a000c593
a0c00403,a0460284,a1201486,a041c5a1,a0a3802f,a0804100,a0c0c680,a1648295,a0e18ca4,a2864319,a2c24706,a0c00409
a0060587,a085c220,a824cc86,a4818043,a044158b,a0004999,a1c58783,a0824301,a109501e,a1e84b06,a0218582,a029c403
a3404019,a1c5828f,a2e14503,a150018b,a6c5428e,a0c3440d,a2e083d3,a0e60506,a6e20f80,a1240409,a0034e03,a682c402
a3234408,a122ce85,a224c486,a0811e89,a4404303,a1e1c80b,a0a2c380,a5c1010b,a020db94,a0618199,a1c00dd8,a0c5458d
a0620383,a3c35117,a180448b,a36c0d90,a082ca08,a122450d,a1828e13,a0488181,a1658186,a3654084,a22a1b46,a0010709
a06b529a,a0024300,a1c00513,a2800601,a0410c03,a0a2cb16,a4a74002,a1648f05,a0484918,a1438c00,a064079c,a1c0cd85
a0ea0d04,a1014587,a0604d84,a12ec50f,a8044ab1,a163c08d,a1604a88,a2a6400a,a0414f1e,a9800809,a1e44b90,a1860801
a1c5c180,a207c41a,a0004086,a040c18b,a225040b,a003c111,a8a08f8d,a466c681,a1c94114,a1438127,a0614500,a080030f
a1cb888e,a162838e,a023c00d,a0200627,a3640680,a5e1472a,a0ce8a0b,a020840e,a8e20694,a1000083,a2a0d293,a000c003
a0e08205,a00a4611,a085c885,a040d286,a00e4704,a0425588,a1e60504,a20c422e,a3c24012,a2494908,a1e04589,a180c088
a0c3039a,a5638226,a0440b09,a0c44507,a1c0821c,a0224a0f,a0a20098,a0a08407,a2a00485,a0010002,a100418e,a3470302
a022d083,a3254615,a0a14000,a0204517,a227023f,a0040287,a2c5408e,a1a2460a,a005460c,a000d322,a0c00127,a001031a
a122c088,a2c48088,a14a4789,a2014893,a0804187,a1a38580,a1a14197,a200020f,a460518b,a0861412,a0041305,a1028684
a7000491,a04b838a,a3e08095,a6808313,a0a1c38d,a167cd91,a2e88004,a4210300,a1408986,a061100d,a042c481,a2a50787
a2a3c09a,a262451a,a2c9039a,a2a0918d,a3a31286,a0c40402,a1230109,a1810410,a1a04408,a2c2c30d,a2200006,a2028182
a0230623,a2008e07,a0c28087,a0e8431b,a0a08031,a0018098,a1420021,a0a14604,a102c304,a4e30e0b,a102598c,a0a2439b
a0840606,a1ad0121,a181469d,a0a0c40c,a2e68629,a1818110,a3444c90,a3c2c515,a0e2028f,a1825203,a2508b18,a4e15500
a0c30193,a1c18705,a1204381,a080c481,a0c40f2f,a000810a,a064050b,a1e3040d,a183028f,a0250591,a3614b6f,a1e98008
a06c4410,a2c4420e,a4208103,a2a34683,a3c44617,a0028285,a000c418,a1410100,a0c44308,a1c08d1c,a0862f8c,a0611995
a1a1d481,a1e24805,a200c510,a26d4086,a105800f,a5420893,a123819f,a066c208,a1ab0400,a3014394,a1812420,a025c222
a3401c89,a001ce00,a0004088,a2a41487,a0000401,a1aa5081,a6c04904,a0018f88,a1c58311,a0800d16,a2e1010e,a4200593
a5c04a15,a003c107,a104092b,a2a0430c,a26b57b8,a308d501,a2c20282,a06b828e,a6e08986,a2a1d326,a1a88502,a225d808
a0efc084,a0611c16,a0808a90,a18c41a2,a2a24191,a081413b,a06197b1,a1610206,a242c305,a3a3010c,a2038d8c,a1404309
a3210608,a0200e06,a5200108,a0000228,a0e08081,a3018116,a2e20600,a0220491,a3815007,a2614800,a108ca1f,a10b0308
a181108e,a0c1468a,a2e0901b,a1268f84,a2048392,a082c122,a8008625,a2008b12,a041c601,a020c381,a4a28400,a1004012
a141000a,a0821008,a4c0440c,a0651904,a0010606,a2610385,a0609330,a1c30181,a1234308,a1e1c38e,a0a0c680,a0240b9a
a6000b85,a1ac4503,a1e5828b,a040820e,a6e2018d,a484431e,a0adc186,a5e19a90,a7a34191,a1cc4921,a0a1498f,a080c81b
a0a1051f,a040021c,a2410315,a5004185,a404c017,a2a38881,a0454101,a0444b82,a3274084,a0604400,a0440b0f,a0638081
a86a11a0,a0654a00,a04bc505,a4c64c03,a180c784,a222c00a,a0a28480,a0410880,a04503a7,a3830025,a143c635,a0e98486
a1c04182,a064030b,a1028037,a0604c06,a041c500,a0a2001e,a2e0c60a,a0230e87,a0a00324,a0044014,a0e2c7b2,a3408600
a1478a14,a0270017,a1e44585,a0c2840b,a0a4458b,a2254886,a1600c88,a0628a80,a122808c,a0438285,a240e594,a282078e
a1c4450f,a1210603,a1640a88,a1c84987,a1410283,a0270492,a1830d00,a2c5c101,a0008483,a16c0b84,a0414e0c,a020c12b
a0630111,a0238d91,a6e1830e,a0e0498e,a200410e,a1c6c40b,a2d10f02,a0258212,a0e00001,a360cb8e,a364088e,a4fec402
a1c04702,a4214c01,a12312ca,a1a20081,a0e20080,a63183aa,a023d209,a4888a89,a1400023,a240000e,a043410f,a0424092
a0004709,a0c7caa8,a0a1c28b,a069801e,a1014a94,a084d795,a0671687,a1409113,a0028486,a0024084,a0624e97,a0408684
a1c54d11,a5224f16,a1208c11,a4a2d48b,a44585ac,a0a2c61f,a0619a08,a0864284,a2070305,a0820308,a0e00003,a045c783
a101c202,a0e28103,a021180d,a4408588,a2c00a9a,a003d10d,a0ea0206,a065c508,a007ca92,a1e60210,a321c38f,a1214e11
a0ac8283,a1214286,a2805103,a001a385,a7834110,a0000c01,a3624505,a0204381,a2ebc5aa,a027c984,a0a68e07,a561c31a
a2e08501,a0c24304,a1034184,a0201495,a166cc0a,a2209484,a082d300,a3878397,a3438109,a4074192,a0650585,a0418284
a1e0c685,a1200d81,a12b9304,a0444600,a1838881,a0404696,a1448404,a2050482,a440830e,a081cc89,a1608384,a201058b
a0c14d0a,a0650506,a0051407,a0c2c00c,a2404293,a0ab8312,a1860386,a2a5c080,a0e40981,a9e00014,a0a7450d,a1204310
a460008e,a2414099,a0658c0e,a140838a,a5ce8902,a361cd0a,a2c0ac9b,a2a0ce00,a0a00d8b,a4824201,a1401d08,a1c2c784
a064c992,a32d4401,a122849e,a26344ac,a0044a0d,a0a6d217,a1c3c686,a081c30a,a08c8017,a0431807,a0a2c797,a2208714
a1c08186,a422c1b0,a0868784,a0800e89,a060438d,a0848606,a3e042a0,a6a04106,a16d4182,a4a20119,a2810586,a0c0c182
a2c00939,a0e48cb3,a0010e24,a0a01d85,a10ac083,a305070a,a1c40f8a,a020002f,a0e04300,a145c499,a0811592,a1064a01
a2038202,a0e0c23e,a067c282,a0200a00,a7e4c289,a0c18d89,a125c689,a1414996,a085c038,a0410398,a2c40617,a08845a8
a00154a4,a5c2c20f,a2851983,a2450181,a280c202,a1c80086,a169030b,a0030f19,a2030f85,a0a48d8a,a000a192,a4e2c404
a2640200,a0c08908,a1624304,a07503dc,a2c84080,a145c010,a1440183,a7c70c83,a2a9c20e,a4284d9e,a1248009,a109018d
a1624603,a1008284,a3434f0b,a184428a,a0098f03,a1a00a04,a4244e02,a0e71b03,a244c186,a46243a3,a2024990,a022400c
a1808287,a1b5c297,a1a00b8c,a3894102,a3004186,a127c390,a7800181,a044021a,a0478192,a3831016,a002d107,a083ca86
a001128d,a0c20690,a1639aa4,a5e1c602,a0058194,a4249216,a101cc01,a1e00288,a1008482,a0c24409,a2850382,a1624407
a0280484,a1074224,a4c0010c,a0004727,a004048f,a1a24d84,a1a8d127,a0205b81,a0c04231,a1260082,a8830f04,a0030411
a0a88296,a103ae00,a2e0808d,a1018682,a0c18093,a0e24002,a0448186,a0a241b7,a082820b,a0c0920e,a0a48487,a0060009
a220cb17,a141428f,a0e0c686,a30b8195,a203870a,a2000092,a1c28595,a144910c,a3238a82,a0e1e803,a3c04203,a4440120
a264d590,a0058010,a2e3800f,a0200818,a08b4292,a121429d,a04a6407,a063c102,a0848010,a2a087b2,a3200b8c,a040c206
a0e30981,a1804098,a340c209,a1444682,a1c10586,a0870a96,a0605592,a0c48380,a0e44382,a6050303,a390c707,a02ccc9f
a067c122,a2ab9023,a0209703,a7c35907,a0e2c398,a2024e0a,a62c0401,a0a0c802,a122c4a2,a121a395,a108812b,a100e003
a041012b,a0044008,a184cc82,a3a38493,a0258610,a1e0060b,a1208a9e,a083c10a,a0028100,a127008e,a043c90c,a1c5c0ab
a0c1058a,a0c24595,a0200722,a0214f83,a0e3c30e,a2828890,a4c09493,a002420d,a1204107,a3631b92,a7a28585,a0624013
a04b8204,a0644713,a4434189,a0810383,a0498e82,a025c48a,a322049e,a001400e,a062c80c,a024c98c,a1e18103,a00fc41d
a6290803,a1070d01,a2c0c902,a40c0734,a0c2c400,a0438695,a0224284,a0600309,a2614089,a1a0c484,a1060083,a2c6420c
a2e28506,a221410a,a1008082,a248842b,a301c185,a2218600,a2a1ce1f,a1e1890b,a3cf8e17,a2c08aa0,a0414a02,a0e1421a
a2674b0a,a024118b,a104c103,a920008b,a141c0aa,a221890f,a043c91c,a221841a,a0c24284,a0800810,a0aa001a,a0e18896
a08ac633,a0048701,a0034784,a441c200,a2e65401,a6604101,a0000019,a1000202,a02a1482,a0424009,a1ce0913,a0e90588
a1225308,a0678889,a28113b3,a088dc06,a081e789,a1230b0c,a182078a,a22007a1,a1e1c10c,a225c25c,a181c007,a080ca93
a166c996,a006c332,a0864192,a1428402,a2004083,a000030b,a0a70417,a1680501,a1a41693,a0214180,a1400198,a313000a
a1808301,a0465892,a1c0ca12,a001083e,a0a50432,a206428a,a180c287,a120420d,ac80c984,a06280a2,a1208600,a0820c0d
a0800809,a0024003,a123848f,a0434784,a4210300,a0014984,a044460c,a0430a03,a4644989,a121819a,a2890996,a0e10586
a0c08486,a1045084,a1a20983,a207c302,a064c287,a1415689,a4c1c58a,a1e9cb18,a1434204,a0238212,a0a0810a,a0884023
a5428306,a00382b3,a1c5c02b,a0c14802,a4c0c48c,a6400107,a1434380,a4834d84,a1254119,a1a0cf8a,a1a14f85,a48a0624
a1c18417,a08100a3,a0694e83,a386018e,a1c54591,a1038593,a02a408e,a34148a9,a2480482,a1000240,a1858784,a0c00505
a2020582,a0610124,a0c447b1,a1a08086,a142499c,a2818280,a621c40e,a0c4800a,a48518ac,a1004095,a4d09308,a04c8702
a3014590,a1840886,a4c48388,a027c286,a6c30e01,a0a58026,a067c280,a0620786,a1c58986,a0e1c312,a2824324,a163809b
a06c0605,a0060100,a3c3c78c,a282cf15,a6018584,a0045b82,a1c184aa,a18c8c13,a2459083,a0434501,a1c30893,a2208b85
a2609200,a1adcc07,a0c3c184,a1214804,a048819d,a0648f0e,a001c32e,a0e18195,a0428a18,a063cc80,a08343b8,a5428107
a0000a86,a0008e80,a0244195,a3228587,a1e5ca98,a000c403,a001830b,a2c6880e,a0e90b02,a0804181,a3670102,a0014925
a0230d14,a0da0c83,a184c190,a180c092,a067c39e,a1e70990,a000df89,a7060b87,a2a9891f,a0628181,a0200607,a4400281
a1e98c0d,a1c19e89,a6e04095,a121c00b,a0800b8d,a046408f,a1e5470d,a0480b80,a2218194,a1cac017,a5899c13,a0c24404
a0420803,a0008988,a1c3889d,a5408704,a066008f,a1421a8d,a1624816,a04b0aa0,a2c3020a,a2208684,a366ca81,a5020480
a101450e,a000418e,a0a00298,a122809b,a1c00104,a0604197,a4430109,a000410f,a0c29f86,a4014016,a3e00987,a4434111
a0228380,a40a430a,a1818613,a0200487,a0a0c30a,a0e80617,a2654d30,a14ac686,a1410000,a6821b17,a3870316,a104868c
a1810e82,a0e12504,a2c10384,a105428c,a0a0200a,a06cc024,a1880283,a1875484,a0c28405,a1020092,a4040701,a060c096
a10c4501,ad010097,a0c4418f,a102c001,a060c484,a6429284,a00048a0,a4c64008,a2c28081,a2804bb8,a04a8001,a081c004
a0415508,a1a74013,a33bd603,a12a4707,a124459c,a0808e16,a1228300,a061c71d,a00c4512,a1c2c213,a04d4b9d,a4010221
a0e18706,a324029c,a485811e,a0018193,a4e2c010,a5658f0d,a061840e,a20a8000,a20d028c,a2412180,a000c3a9,a6608486
a0e2441b,a1a48098,a500ca82,a0870301,a0260020,a8862002,a1a25085,a08f8033,a041432e,a02190a3,a0a00b3d,a025c593
a065c682,a262c106,a0a44306,a000001a,a1204386,a2068505,a684c095,a0220689,a1e3018d,a642d50b,a805178d,a2018308
a003830f,a1efc706,a0010195,a06207ba,a0628b86,a2230910,a0434707,a0288b8a,a0204105,a1400f05,a1e60583,a2c50614
a0206a0f,a0e18488,a0c04280,a4424081,a060440a,a1c284a8,a1a01d8f,a0c68092,a1a1c900,a5418309,a0404080,a1404401
a1820740,a001c802,a4084600,a0e24a9e,a3200286,a6c0260d,a0410108,a2ca8b05,a0460404,a3401480,a3a1c550,a24683a6
a081022e,a1a1829a,a003c5e0,a1c4979b,a360c482,a1434910,a3624a45,a080c689,a100009d,a122c798,a301439d,a0008306
a0684287,a4060d27,a0418203,a1438191,a1011b0e,a1e28e11,a001c89c,a3a31b06,a0e0c10b,a0404303,a0248184,a140c38b
a0808417,a123c80b,a062d22a,a101c088,a3e1d480,a000c00e,a0e0c317,a0af8683,a301c502,a3608025,a4630ca6,a362c58b
a0a04486,a147c40b,a6a28104,a4e3c40b,a1a0c009,a2224187,a1a1cd06,a0aea20e,a020048a,a0a11c86,a064c083,a1828c0a
a0200132,a0488292,a1800da3,a022d22f,a2770002,a0c00096,a0e0c329,a2200188,a1c35804,a0e04202,a3e8c2a1,a001daa8
a2410109,a061c400,a083878e,a08f0494,a00a8580,a120840e,a2a30201,a3e20d0e,a066108c,a1cf8392,a6a04106,a0620986
a169c388,a0249082,a065c427,a1428281,a0050880,a0a01380,a4e2c79b,a0e30d01,a1c1800e,a0400c93,a0090b9d,a0a1862e
a265968f,a0c48387,a150e38e,a6c3ca0b,a000c99f,a0050e04,a2800100,a042c804,a02544a2,a2208918,a141dc05,a0458183
a1e10212,a1638a01,a4cd480a,a0658804,a3808283,a260da2e,a2c3430a,a0c60004,a1c28095,a0654f86,a0614b1d,a1a10108
a085d083,a0200104,a0c1c10b,a2a6c882,a0200920,a122c606,a1a4c329,a1e10791,a0014084,a1a54211,a1e24f86,a2200d90
a0028780,a1004593,a0e28091,a2820486,a0430513,a2084f8a,a0224227,a5840490,a0638581,a326c38e,a2608544,a5064714
a100c910,a0a0440f,a0804318,a0a20a89,a0298318,a0408102,a240418d,a3428010,a3201814,a4670208,a0a58b8a,a0208102
a3274083,a0120100,a001c318,a6a6029f,a0418008,a280140a,a2a2d69a,a124c005,a0c38a81,a1608705,a0200295,a20180a2
a1c04491,a1844785,a8a50107,aca1ca82,a2028009,a1e5410d,a0000332,a000c284,a326830c,a064c7a0,a0020189,a121800b
a0244301,a2664718,a20b0385,a74102b0,a0808181,a04102a1,a4461f23,a020805e,a2a38843,a2638c87,a2e0c734,a1604016
a020149f,a2b0440b,a041ca05,a2624880,a260c121,a1e7d08a,a484c48b,a1414a88,a1e60181,a121c183,a0834193,a1a00584
a040c104,a0008429,a7814410,a103c30a,a0828221,a046c21a,a1054093,a1a24400,a1855f98,a0468796,a1408705,a1810508
a0c00c05,a2e2482b,a141c0a4,a0c3c280,a2030394,ac0b022a,a2ea8684,a1438103,a185090d,a2820787,a1809001,a5f1ca91
a3050780,a224870f,a2494981,a0e10112,a581cd95,a061ce81,a145498f,a1c0800b,a124d90a,a1838005,a0200188,a026c090
a4400615,a120cfa0,a0c24200,a1200283,a3044593,a3014092,a5e84087,a0858906,a0808485,a001c00f,a0240182,a0c20d81
a4e00319,a1864580,a0474010,a1418e0f,a046908e,a0e04805,a165c980,a3818719,a171868b,a5628b00,a0210197,a0c4c703
a1c107b9,a028c409,a4630487,a002c000,a1600983,a3c48286,a2018285,a0601923,ab850689,a0010c86,a3030faf,a0258614
a0a0c59a,a4c3cb8c,a320530b,a06ac3aa,a0434285,a1a58402,a541820c,a0c34780,a1a24300,a0284491,a1268ebe,a300048a
a1610281,a0a12001,a3230504,a1628d06,a1810483,a0844e8d,a0455101,a1264285,a04bc12a,a58c918d,a5a34110,a08084a1
a0a34a0e,a0008f02,a2cac106,a0698584,ab25c091,a02b8a80,a0a20503,a2410c84,a42a419c,a2430121,a12b0980,a00c4a05
a0e0c20b,a142904a,a300c98a,a8884223,a0a0049a,a463c003,a3850495,a0870201,a003c20a,a1234384,a0a2c007,a02081b1
a0638315,a2298602,a0a38812,a0408684,a1c08284,a0620d87,a02244cb,a0001086,a0628d9d,a160001e,a0e2c405,a2020508
a069c119,a003c20f,a205c504,a1e34083,a0424216,a1418015,a0864018,a2820b87,a021423d,a488cd00,a4ee0e81,a2614108
